X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,Y
c,o,m,o,_,r,e,s,u,l,t,a,d,o,_,i,n,m,e,d,i,a,t,o,_,h,a,s,t,a,_,v,e,i,n,t,e,_,e,n,t,r,a,d,a,s,_,d,e,_,Spanish
p,a,r,a,_,t,o,d,o,s,_,l,o,s,_,e,j,e,m,p,l,o,s,_,c,i,t,a,d,o,s,_,y,_,s,u,s,_,v,a,r,i,a,n,t,e,s,_,a,p,Spanish
p,a,r,e,c,e,_,q,u,e,_,c,o,n,_,d,i,c,h,a,s,_,m,o,d,i,f,i,c,a,c,i,o,n,e,s,_,e,s,e,_,p,r,o,b,l,e,m,a,_,Spanish
ƒ,?,?,_,e,n,_,o,t,r,a,s,_,o,c,a,s,i,o,n,e,s,_,l,o,s,_,e,r,r,o,r,e,s,_,l,l,e,g,a,n,_,p,o,r,_,l,a,_,c,Spanish
a,l,g,u,n,o,s,_,h,a,n,_,c,o,n,f,u,n,d,i,d,o,_,?,®,w,i,k,i,p,e,d,i,a,?,¯,_,c,o,n,_,?,®,w,i,k,i,l,e,a,Spanish
j,i,m,m,y,_,w,a,l,e,s,_,c,o,f,u,n,d,a,d,o,r,_,d,e,_,w,i,k,i,p,e,d,i,a,_,e,x,p,l,i,c,?,?,_,q,u,e,_,c,Spanish
c,u,a,n,d,o,_,w,a,l,e,s,_,f,u,n,d,?,?,_,w,i,k,i,p,e,d,i,a,_,c,r,e,?,?,_,u,n,a,_,o,r,g,a,n,i,z,a,c,i,Spanish
e,s,t,a,_,o,r,g,a,n,i,z,a,c,i,?,?,n,_,s,e,_,e,n,c,a,r,g,?,?,_,d,e,_,r,e,g,i,s,t,r,a,r,_,l,o,s,_,d,o,Spanish
n,o,_,o,b,s,t,a,n,t,e,_,a,c,t,u,a,l,m,e,n,t,e,_,ƒ,?,?,e,n,e,r,o,_,d,e,_,ƒ,?,?,_,l,o,s,_,d,o,m,i,n,i,Spanish
ƒ,?,?,_,e,l,_,p,r,o,y,e,c,t,o,_,c,u,e,n,t,a,_,c,o,n,_,i,m,p,o,r,t,a,n,t,e,s,_,s,u,b,v,e,n,c,i,o,n,e,Spanish
ƒ,?,?,ƒ,?,?,_,p,o,r,_,o,t,r,o,_,l,a,d,o,_,e,n,_,o,p,i,n,i,?,?,n,_,d,e,_,c,?,?,s,a,r,_,r,e,n,d,u,e,l,Spanish
e,n,_,s,u,_,o,p,i,n,i,?,?,n,_,?,®,l,a,_,e,n,c,i,c,l,o,p,e,d,i,a,_,e,s,t,?,­,_,ƒ,?,?,c,o,n,t,r,o,l,a,Spanish
c,o,n,c,l,u,y,e,_,d,i,c,i,e,n,d,o,_,q,u,e,_,?,®,u,n,a,_,m,a,y,o,r,_,p,r,e,s,e,n,c,i,a,_,d,e,_,l,a,_,Spanish
ƒ,?,?,_,o,p,i,n,i,?,?,n,_,c,o,n,t,r,a,r,i,a,_,a,_,o,t,r,o,s,_,a,u,t,o,r,e,s,_,c,o,m,o,_,d,a,n,i,e,l,Spanish
ƒ,?,?,_,a,l,g,u,n,a,s,_,e,m,p,r,e,s,a,s,_,h,a,n,_,i,n,t,e,n,t,a,d,o,_,e,n,_,r,e,p,e,t,i,d,a,s,_,o,c,Spanish
p,o,r,_,e,j,e,m,p,l,o,_,m,i,c,r,o,s,o,f,t,_,e,l,i,m,i,n,?,?,_,u,n,_,p,?,­,r,r,a,f,o,_,d,o,n,d,e,_,a,Spanish
e,n,_,e,l,_,d,i,a,r,i,o,_,e,c,o,n,?,?,m,i,c,o,_,e,x,p,a,n,s,i,?,?,n,_,d,e,n,u,n,c,i,?,?,_,l,a,s,_,a,Spanish
ƒ,?,?,_,c,a,m,b,i,o,s,_,d,e,_,e,s,t,e,_,t,i,p,o,_,p,u,e,d,e,n,_,s,e,r,_,d,e,t,e,c,t,a,d,o,s,_,c,o,n,Spanish
ƒ,?,?,_,o,t,r,a,s,_,c,r,?,?,t,i,c,a,s,_,a,d,e,m,?,­,s,_,d,e,_,e,n,_,s,u,_,p,r,e,c,i,s,i,?,?,n,_,h,a,Spanish
a,l,g,u,n,a,s,_,d,e,n,u,n,c,i,a,s,_,l,l,e,g,a,r,o,n,_,a,_,s,e,r,_,m,u,y,_,n,o,t,o,r,i,a,s,_,y,_,g,r,Spanish
ƒ,?,?,_,u,n,_,t,e,m,a,_,d,e,_,c,o,n,t,r,o,v,e,r,s,i,a,_,e,n,_,c,i,e,r,t,o,s,_,m,e,d,i,o,s,_,e,s,_,l,Spanish
ƒ,?,?,_,t,a,m,b,i,?,?,n,_,e,l,_,a,m,b,i,e,n,t,e,_,d,e,_,w,i,k,i,p,e,d,i,a,_,p,e,r,m,i,t,e,_,e,_,i,n,Spanish
u,n,a,_,e,v,i,d,e,n,c,i,a,_,p,o,r,_,p,a,r,t,e,_,d,e,_,f,i,v,e,t,h,i,r,t,y,e,i,g,h,t,_,s,o,b,r,e,_,l,Spanish
e,n,_,e,l,_,t,o,p,_,d,e,_,l,a,_,l,i,s,t,a,_,e,s,t,?,­,n,_,l,o,s,_,a,r,t,?,?,c,u,l,o,s,_,s,o,b,r,e,_,Spanish
ƒ,?,?,_,u,n,_,e,s,t,u,d,i,o,_,s,o,b,r,e,_,e,l,_,t,r,a,t,a,m,i,e,n,t,o,_,d,e,s,i,g,u,a,l,_,e,n,_,l,o,Spanish
ƒ,?,?,ƒ,?,?,_,a,_,p,e,s,a,r,_,d,e,_,q,u,e,_,c,a,d,a,_,v,e,z,_,m,?,­,s,_,p,e,r,s,o,n,a,s,_,s,e,_,i,n,Spanish
ƒ,?,?,_,u,n,a,_,d,e,_,l,a,s,_,r,a,z,o,n,e,s,_,d,e,_,e,s,a,_,b,r,u,s,c,a,_,c,a,?,?,d,a,_,p,u,e,d,e,_,Spanish
ƒ,?,?,_,e,n,_,u,n,_,i,n,f,o,r,m,e,_,d,e,_,h,a,c,k,e,r,n,o,o,n,_,s,i,t,i,o,_,w,e,b,_,e,s,t,a,d,u,n,i,Spanish
e,n,_,e,n,e,r,o,_,d,e,_,h,a,b,?,?,a,_,p,e,r,d,i,d,o,_,u,n,_,%,_,d,e,_,s,u,_,t,r,?,­,f,i,c,o,_,e,n,_,Spanish
e,l,_,p,r,i,n,c,i,p,a,l,_,c,u,l,p,a,b,l,e,_,d,e,_,e,s,t,a,_,b,a,j,a,d,a,_,e,s,_,e,l,_,b,u,s,c,a,d,o,Spanish
ƒ,?,?,_,s,i,m,i,l,a,r,_,s,i,t,u,a,c,i,?,?,n,_,e,s,t,?,­,_,o,c,u,r,r,i,e,n,d,o,_,d,e,b,i,d,o,_,a,_,l,Spanish
ƒ,?,?,_,e,s,t,e,_,s,i,s,t,e,m,a,_,d,e,_,b,?,§,s,q,u,e,d,a,s,_,t,a,n,_,d,e,_,m,o,d,a,_,s,e,_,l,l,a,m,Spanish
s,e,g,?,§,n,_,o,r,t,e,g,a,_,s,o,t,o,?,ÿ,(,),_,l,a,s,_,p,r,i,n,c,i,p,a,l,e,s,_,v,e,r,s,i,o,n,e,s,_,d,Spanish
a,d,e,m,?,­,s,_,h,a,b,?,?,a,_,d,i,s,m,i,n,u,i,d,o,_,e,l,_,t,i,e,m,p,o,_,m,e,d,i,o,_,q,u,e,_,u,n,_,e,Spanish
ƒ,?,?,_,e,s,t,a,_,t,e,n,d,e,n,c,i,a,_,l,a,_,c,o,n,f,i,r,m,?,?,_,e,n,_,t,o,m,_,s,i,m,o,n,i,t,e,_,d,e,Spanish
ƒ,?,?,_,e,n,_,c,o,n,t,r,a,s,t,e,_,e,l,_,a,n,?,­,l,i,s,i,s,_,d,e,_,t,e,n,d,e,n,c,i,a,s,_,p,u,b,l,i,c,Spanish
ƒ,?,?,_,e,n,_,a,l,i,s,o,n,_,j,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Spanish
h,e,a,d,_,y,_,m,i,c,h,a,e,l,_,b,_,e,i,s,e,n,b,e,r,g,_,p,u,b,l,i,c,a,r,o,n,_,u,n,a,_,i,n,v,e,s,t,i,g,Spanish
e,l,_,e,s,t,u,d,i,o,_,t,u,v,o,_,l,u,g,a,r,_,e,n,_,s,i,e,t,e,_,u,n,i,v,e,r,s,i,d,a,d,e,s,_,d,e,_,e,s,Spanish
e,l,_,r,e,s,u,l,t,a,d,o,_,l,a,_,p,o,s,i,c,i,o,n,?,?,_,c,o,m,o,_,l,a,_,s,e,x,t,a,_,f,u,e,n,t,e,_,d,e,Spanish
s,e,_,u,b,i,c,?,?,_,p,o,r,_,d,e,l,a,n,t,e,_,d,e,_,s,i,t,i,o,s,_,g,u,b,e,r,n,a,m,e,n,t,a,l,e,s,_,c,o,Spanish
ƒ,?,?,ƒ,?,?,_,u,n,_,e,s,t,u,d,i,o,_,d,e,_,l,a,_,u,n,i,v,e,r,s,i,d,a,d,_,c,a,r,o,l,i,n,a,_,d,e,_,c,o,Spanish
ƒ,?,?,_,e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,?,­,t,i,c,o,_,o,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,Spanish
s,e,_,d,i,c,e,_,q,u,e,_,u,n,_,a,g,e,n,t,e,_,a,p,r,e,n,d,e,_,c,u,a,n,d,o,_,s,u,_,d,e,s,e,m,p,e,?,ñ,o,Spanish
ƒ,?,?,_,d,e,_,f,o,r,m,a,_,m,?,­,s,_,c,o,n,c,r,e,t,a,_,l,o,s,_,i,n,v,e,s,t,i,g,a,d,o,r,e,s,_,d,e,l,_,Spanish
l,o,s,_,m,o,d,e,l,o,s,_,o,_,p,r,o,g,r,a,m,a,s,_,r,e,s,u,l,t,a,n,t,e,s,_,d,e,b,e,n,_,s,e,r,_,c,a,p,a,Spanish
e,n,_,m,u,c,h,a,s,_,o,c,a,s,i,o,n,e,s,_,e,l,_,c,a,m,p,o,_,d,e,_,a,c,t,u,a,c,i,?,?,n,_,d,e,l,_,a,p,r,Spanish
s,i,n,_,e,m,b,a,r,g,o,_,e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,?,­,t,i,c,o,_,i,n,c,o,r,p,o,r,a,_,l,Spanish
m,u,c,h,o,s,_,p,r,o,b,l,e,m,a,s,_,s,o,n,_,d,e,_,c,l,a,s,e,_,n,p,-,h,a,r,d,_,p,o,r,_,l,o,_,q,u,e,_,g,Spanish
e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,?,­,t,i,c,o,_,t,a,m,b,i,?,?,n,_,e,s,t,?,­,_,e,s,t,r,e,c,h,a,Spanish
e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,?,­,t,i,c,o,_,p,u,e,d,e,_,s,e,r,_,v,i,s,t,o,_,c,o,m,o,_,u,n,Spanish
p,o,r,_,l,o,_,t,a,n,t,o,_,e,s,_,u,n,_,p,r,o,c,e,s,o,_,d,e,_,i,n,d,u,c,c,i,?,?,n,_,d,e,l,_,c,o,n,o,c,Spanish
e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,?,­,t,i,c,o,_,t,i,e,n,e,_,u,n,a,_,a,m,p,l,i,a,_,g,a,m,a,_,d,Spanish
a,l,g,u,n,o,s,_,s,i,s,t,e,m,a,s,_,d,e,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,?,­,t,i,c,o,_,i,n,t,e,n,t,Spanish
d,e,_,t,o,d,a,s,_,f,o,r,m,a,s,_,l,a,_,i,n,t,u,i,c,i,?,?,n,_,h,u,m,a,n,a,_,n,o,_,p,u,e,d,e,_,s,e,r,_,Spanish
s,i,n,_,e,m,b,a,r,g,o,_,l,a,s,_,c,o,m,p,u,t,a,d,o,r,a,s,_,s,o,n,_,u,t,i,l,i,z,a,d,a,s,_,p,o,r,_,t,o,Spanish
e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,?,­,t,i,c,o,_,t,i,e,n,e,_,c,o,m,o,_,r,e,s,u,l,t,a,d,o,_,u,n,Spanish
e,n,t,r,e,_,l,o,s,_,m,o,d,e,l,o,s,_,s,e,_,d,i,s,t,i,n,g,u,e,n,ƒ,?,?,_,l,o,s,_,m,o,d,e,l,o,s,_,p,u,e,Spanish
l,o,s,_,p,r,i,m,e,r,o,s,_,t,r,a,t,a,n,_,d,e,_,d,i,v,i,d,i,r,_,e,l,_,e,s,p,a,c,i,o,_,d,e,_,i,n,s,t,a,Spanish
l,o,s,_,s,e,g,u,n,d,o,s,_,c,o,m,o,_,s,u,_,n,o,m,b,r,e,_,l,o,_,i,n,d,i,c,a,n,_,r,e,p,r,e,s,e,n,t,a,n,Spanish
c,l,a,s,i,f,i,c,a,d,o,r,e,s,_,g,e,o,m,?,?,t,r,i,c,o,s,_,c,o,m,o,_,l,a,s,_,m,?,­,q,u,i,n,a,s,_,d,e,_,Spanish
l,o,s,_,d,i,f,e,r,e,n,t,e,s,_,a,l,g,o,r,i,t,m,o,s,_,d,e,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,?,­,t,i,Spanish
a,l,g,u,n,o,s,_,t,i,p,o,s,_,d,e,_,a,l,g,o,r,i,t,m,o,s,_,s,o,n,_,e,l,_,a,n,?,­,l,i,s,i,s,_,c,o,m,p,u,Spanish
e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,?,­,t,i,c,o,_,l,a,s,_,p,e,r,s,o,n,a,s,_,l,o,_,l,l,e,v,a,m,o,Spanish
d,e,s,d,e,_,q,u,e,_,n,a,c,e,m,o,s,_,h,a,s,t,a,_,q,u,e,_,m,o,r,i,m,o,s,_,l,o,s,_,s,e,r,e,s,_,h,u,m,a,Spanish
s,i,n,_,e,m,b,a,r,g,o,_,a,_,l,a,s,_,m,?,­,q,u,i,n,a,s,_,h,a,y,_,q,u,e,_,i,n,d,i,c,a,r,l,e,s,_,c,?,?,Spanish
e,s,t,e,_,t,i,p,o,_,d,e,_,a,p,r,e,n,d,i,z,a,j,e,_,u,s,a,_,u,n,_,?,­,r,b,o,l,_,d,e,_,d,e,c,i,s,i,o,n,Spanish
s,e,_,m,a,p,e,a,n,_,o,b,s,e,r,v,a,c,i,o,n,e,s,_,s,o,b,r,e,_,u,n,_,o,b,j,e,t,o,_,c,o,n,_,c,o,n,c,l,u,Spanish
l,o,s,_,?,­,r,b,o,l,e,s,_,s,o,n,_,e,s,t,r,u,c,t,u,r,a,s,_,b,?,­,s,i,c,a,s,_,e,n,_,l,a,_,i,n,f,o,r,m,Spanish
l,o,s,_,?,­,r,b,o,l,e,s,_,d,e,_,a,t,r,i,b,u,t,o,s,_,s,o,n,_,l,a,_,b,a,s,e,_,d,e,_,l,a,s,_,d,e,c,i,s,Spanish
u,n,a,_,d,e,_,l,a,s,_,d,o,s,_,f,o,r,m,a,s,_,p,r,i,n,c,i,p,a,l,e,s,_,d,e,_,?,­,r,b,o,l,e,s,_,d,e,_,d,Spanish
o,t,r,a,_,d,e,_,l,a,s,_,e,s,t,r,a,t,e,g,i,a,s,_,s,e,_,b,a,s,a,_,e,n,_,e,l,_,?,?,n,d,i,c,e,_,g,i,n,i,Spanish
e,l,_,a,l,g,o,r,i,t,m,o,_,d,e,_,c,a,r,t,_,e,s,_,u,n,a,_,i,m,p,l,e,m,e,n,t,a,c,i,?,?,n,_,d,e,_,e,s,t,Spanish
ƒ,?,?,_,l,o,s,_,a,l,g,o,r,i,t,m,o,s,_,d,e,_,r,e,g,l,a,s,_,d,e,_,a,s,o,c,i,a,c,i,?,?,n,_,p,r,o,c,u,r,Spanish
e,n,t,r,e,_,l,o,s,_,m,?,?,t,o,d,o,s,_,m,?,­,s,_,c,o,n,o,c,i,d,o,s,_,s,e,_,h,a,l,l,a,n,_,e,l,_,a,l,g,Spanish
l,o,s,_,a,l,g,o,r,i,t,m,o,s,_,g,e,n,?,?,t,i,c,o,s,_,s,o,n,_,p,r,o,c,e,s,o,s,_,d,e,_,b,?,§,s,q,u,e,d,Spanish
u,s,a,n,_,m,?,?,t,o,d,o,s,_,t,a,l,e,s,_,c,o,m,o,_,l,a,_,m,u,t,a,c,i,?,?,n,_,y,_,e,l,_,c,r,u,z,a,m,i,Spanish
l,a,s,_,r,e,d,e,s,_,d,e,_,n,e,u,r,o,n,a,s,_,a,r,t,i,f,i,c,i,a,l,e,s,_,(,r,n,a,),_,s,o,n,_,u,n,_,p,a,Spanish
s,e,_,t,r,a,t,a,_,d,e,_,u,n,_,s,i,s,t,e,m,a,_,d,e,_,e,n,l,a,c,e,s,_,d,e,_,n,e,u,r,o,n,a,s,_,q,u,e,_,Spanish
l,a,s,_,c,o,n,e,x,i,o,n,e,s,_,t,i,e,n,e,n,_,p,e,s,o,s,_,n,u,m,?,?,r,i,c,o,s,_,q,u,e,_,s,e,_,a,d,a,p,Spanish
d,e,_,e,s,t,a,_,m,a,n,e,r,a,_,l,a,s,_,r,e,d,e,s,_,n,e,u,r,a,l,e,s,_,s,e,_,a,d,a,p,t,a,n,_,a,_,u,n,_,Spanish
l,a,_,i,m,p,o,r,t,a,n,c,i,a,_,d,e,_,l,a,s,_,r,e,d,e,s,_,n,e,u,r,a,l,e,s,_,c,a,y,?,?,_,d,u,r,a,n,t,e,Spanish
l,a,s,_,m,v,s,_,s,o,n,_,u,n,a,_,s,e,r,i,e,_,d,e,_,m,?,?,t,o,d,o,s,_,d,e,_,a,p,r,e,n,d,i,z,a,j,e,_,s,Spanish
l,o,s,_,a,l,g,o,r,i,t,m,o,s,_,d,e,_,m,v,s,_,u,s,a,n,_,u,n,_,c,o,n,j,u,n,t,o,_,d,e,_,e,j,e,m,p,l,o,s,Spanish
e,l,_,a,n,?,­,l,i,s,i,s,_,p,o,r,_,a,g,r,u,p,a,m,i,e,n,t,o,_,(,c,l,u,s,t,e,r,i,n,g,_,e,n,_,i,n,g,l,?,Spanish
l,a,s,_,t,?,?,c,n,i,c,a,s,_,d,e,_,a,g,r,u,p,a,m,i,e,n,t,o,_,h,a,c,e,n,_,i,n,f,e,r,e,n,c,i,a,s,_,d,i,Spanish
e,l,_,a,g,r,u,p,a,m,i,e,n,t,o,_,e,s,_,u,n,_,m,?,?,t,o,d,o,_,d,e,_,a,p,r,e,n,d,i,z,a,j,e,_,n,o,_,s,u,Spanish
u,n,a,_,r,e,d,_,b,a,y,e,s,i,a,n,a,_,r,e,d,_,d,e,_,c,r,e,e,n,c,i,a,_,o,_,m,o,d,e,l,o,_,a,c,?,?,c,l,i,Spanish
u,n,a,_,r,e,d,_,b,a,y,e,s,i,a,n,a,_,p,u,e,d,e,_,r,e,p,r,e,s,e,n,t,a,r,_,p,o,r,_,e,j,e,m,p,l,o,_,l,a,Spanish
d,a,d,o,s,_,c,i,e,r,t,o,s,_,s,?,?,n,t,o,m,a,s,_,l,a,_,r,e,d,_,p,u,e,d,e,_,u,s,a,r,s,e,_,p,a,r,a,_,c,Spanish
h,a,y,_,a,l,g,o,r,i,t,m,o,s,_,e,f,i,c,i,e,n,t,e,s,_,q,u,e,_,i,n,f,i,e,r,e,n,_,y,_,a,p,r,e,n,d,e,n,_,Spanish
e,n,_,e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,?,­,t,i,c,o,_,p,o,d,e,m,o,s,_,o,b,t,e,n,e,r,_,t,i,p,o,Spanish
e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,e,s,_,m,?,­,s,_,q,u,e,_,u,n,a,_,n,e,c,e,s,i,d,a,d,_,e,s,_,u,n,_,f,a,c,Spanish
e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,s,u,p,e,r,v,i,s,a,d,o,_,s,e,_,c,a,r,a,c,t,e,r,i,z,a,_,p,o,r,_,c,o,n,t,Spanish
u,n,_,e,j,e,m,p,l,o,_,p,o,d,r,?,?,a,_,s,e,r,_,u,n,_,s,o,f,t,w,a,r,e,_,q,u,e,_,r,e,c,o,n,o,c,e,_,s,i,Spanish
e,n,_,e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,n,o,_,s,u,p,e,r,v,i,s,a,d,o,_,e,n,_,c,a,m,b,i,o,_,e,l,_,p,r,o,g,Spanish
e,l,_,o,b,j,e,t,i,v,o,_,p,r,i,n,c,i,p,a,l,_,d,e,_,e,s,t,o,s,_,p,r,o,g,r,a,m,a,s,_,s,u,e,l,e,_,s,e,r,Spanish
s,i,g,u,i,e,n,d,o,_,e,l,_,e,j,e,m,p,l,o,_,a,n,t,e,r,i,o,r,_,u,n,_,s,o,f,t,w,a,r,e,_,d,e,_,a,p,r,e,n,Spanish
l,a,_,i,n,f,o,r,m,a,c,i,?,?,n,_,o,b,t,e,n,i,d,a,_,p,o,r,_,u,n,_,a,l,g,o,r,i,t,m,o,_,d,e,_,a,p,r,e,n,Spanish
a,_,c,o,n,t,i,n,u,a,c,i,?,?,n,_,s,e,_,m,u,e,s,t,r,a,n,_,u,n,a,_,s,e,r,i,e,_,d,e,_,t,e,m,a,s,_,q,u,e,Spanish
e,l,_,a,p,r,e,n,d,i,z,a,j,e,_,a,u,t,o,m,?,­,t,i,c,o,_,n,a,c,i,?,?,_,d,e,_,l,a,_,b,?,§,s,q,u,e,d,a,_,Spanish
y,a,_,e,n,_,l,o,s,_,p,r,i,m,e,r,o,s,_,d,?,?,a,s,_,d,e,_,l,a,_,i,a,_,c,o,m,o,_,d,i,s,c,i,p,l,i,n,a,_,Spanish
t,r,a,t,a,r,o,n,_,d,e,_,r,e,s,o,l,v,e,r,_,e,l,_,p,r,o,b,l,e,m,a,_,c,o,n,_,d,i,v,e,r,s,o,s,_,m,?,?,t,Spanish
m,u,c,h,o,s,_,l,e,n,g,u,a,j,e,s,_,d,e,_,p,r,o,g,r,a,m,a,c,i,?,?,n,_,p,u,e,d,e,n,_,u,s,a,r,s,e,_,p,a,Spanish
l,o,s,_,m,?,­,s,_,p,o,p,u,l,a,r,e,s,_,p,a,r,a,_,e,r,a,n,_,r,_,y,_,p,y,t,h,o,n,_,_,_,_,_,_,_,_,_,_,_,Spanish
ƒ,?,?,_,r,_,e,s,_,m,u,y,_,u,s,a,d,o,_,a,n,t,e,_,t,o,d,o,_,e,n,_,e,l,_,c,a,m,p,o,_,a,c,a,d,?,?,m,i,c,Spanish
e,n,t,r,e,_,l,o,s,_,p,a,q,u,e,t,e,s,_,d,e,_,s,o,f,t,w,a,r,e,_,q,u,e,_,i,n,c,l,u,y,e,n,_,a,l,g,o,r,i,Spanish
p,o,r,_,e,j,e,m,p,l,o,_,n,o,_,s,e,_,p,o,d,r,?,­,n,_,c,l,a,s,i,f,i,c,a,r,_,t,o,d,o,s,_,a,q,u,e,l,l,a,Spanish
d,e,_,h,e,c,h,o,_,c,u,a,n,d,o,_,e,l,_,e,n,t,r,e,n,a,m,i,e,n,t,o,_,s,e,_,r,e,a,l,i,z,a,_,c,o,n,_,d,a,Spanish
a,l,g,u,n,o,s,_,e,j,e,m,p,l,o,s,_,d,e,_,e,s,t,o,_,s,o,n,_,c,u,a,n,d,o,_,e,n,_,e,l,_,a,l,g,o,r,i,t,m,Spanish
p,o,r,_,e,s,t,e,_,m,o,t,i,v,o,_,e,n,_,l,o,s,_,?,§,l,t,i,m,o,s,_,a,?,ñ,o,s,_,h,a,_,h,a,b,i,d,o,_,u,n,Spanish
c,i,t,a,n,d,o,_,a,_,f,e,i,-,f,e,i,_,l,i,_,l,a,_,i,a,_,n,o,_,t,i,e,n,e,_,n,a,d,a,_,d,e,_,e,s,p,e,c,i,Spanish
s,e,_,i,n,s,p,i,r,a,_,e,n,_,p,e,r,s,o,n,a,s,_,e,s,_,c,r,e,a,d,a,_,p,o,r,_,p,e,r,s,o,n,a,s,_,y,_,l,o,Spanish
t,o,d,o,s,_,e,s,t,a,m,o,s,_,b,u,s,c,a,n,d,o,_,f,o,r,m,a,s,_,r,?,­,p,i,d,a,s,_,d,e,_,s,e,r,_,m,?,­,s,Spanish
a,s,?,?,_,q,u,e,_,h,o,y,_,v,a,m,o,s,_,a,_,a,p,r,e,n,d,e,r,_,n,u,e,v,a,s,_,p,a,l,a,b,r,a,s,_,i,n,t,e,Spanish
h,o,l,a,_,a,_,t,o,d,o,s,_,e,s,t,o,_,e,s,_,y,_,e,s,t,?,­,n,_,v,i,e,n,d,o,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Spanish
y,_,e,n,_,e,s,t,e,_,v,i,d,e,o,_,l,e,s,_,d,a,r,?,?,_,p,a,l,a,b,r,a,s,_,i,n,t,e,l,i,g,e,n,t,e,s,_,p,a,Spanish
t,a,m,b,i,?,?,n,_,v,o,y,_,a,_,d,a,r,t,e,_,u,n,_,c,o,n,s,e,j,o,_,i,n,t,e,l,i,g,e,n,t,e,_,p,a,r,a,_,q,Spanish
u,n,o,_,e,s,t,?,­,_,i,n,u,n,d,a,d,o,_,i,n,u,n,d,a,d,o,_,s,i,g,n,i,f,i,c,a,_,a,h,o,g,a,m,i,e,n,t,o,_,Spanish
p,a,n,t,a,n,o,_,e,s,_,u,n,_,p,e,d,a,z,o,_,d,e,_,p,a,n,t,a,n,o,_,y,_,s,i,_,a,l,g,u,i,e,n,_,p,i,s,a,_,Spanish
d,i,g,a,m,o,s,_,q,u,e,_,t,i,e,n,e,s,_,m,u,c,h,a,s,_,a,s,i,g,n,a,c,i,o,n,e,s,_,y,_,t,i,e,n,e,s,_,u,n,Spanish
o,y,e,_,?,¨,p,o,r,_,q,u,?,?,_,n,o,_,p,a,s,a,s,_,e,l,_,r,a,t,o,_,c,o,n,_,n,o,s,o,t,r,o,s,?,_,_,_,_,_,Spanish
p,u,e,d,e,s,_,d,e,c,i,r,l,e,s,_,q,u,e,_,l,o,_,s,i,e,n,t,o,_,m,u,c,h,o,_,p,e,r,o,_,e,s,t,o,y,_,a,b,r,Spanish
q,u,e,_,h,a,c,e,r,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Spanish
h,a,y,_,d,e,m,a,s,i,a,d,o,_,e,n,_,m,i,_,p,l,a,t,o,_,m,e,_,e,s,t,o,y,_,a,h,o,g,a,n,d,o,_,e,n,_,e,l,_,Spanish
e,s,t,o,y,_,i,n,u,n,d,a,d,o,_,d,e,_,a,s,i,g,n,a,c,i,o,n,e,s,_,l,a,_,p,a,l,a,b,r,a,_,i,n,t,e,l,i,g,e,Spanish
t,e,_,c,o,n,f,u,n,d,?,?,_,a,s,?,?,_,q,u,e,_,d,?,?,j,a,m,e,_,d,a,r,t,e,_,a,l,g,u,n,o,s,_,e,j,e,m,p,l,Spanish
u,n,a,_,s,i,t,u,a,c,i,?,?,n,_,s,i,n,_,s,e,n,t,i,d,o,_,e,s,_,c,u,a,n,d,o,_,n,o,_,c,o,n,s,i,g,u,e,s,_,Spanish
p,e,r,o,_,n,o,_,s,e,_,p,u,e,d,e,_,a,d,q,u,i,r,i,r,_,e,x,p,e,r,i,e,n,c,i,a,_,h,a,s,t,a,_,q,u,e,_,c,o,Spanish
e,l,_,c,a,t,c,h,-,_,f,u,e,_,a,c,u,?,ñ,a,d,o,_,p,o,r,_,j,o,s,e,p,h,_,h,e,l,l,e,r,_,e,n,_,s,u,_,f,a,m,Spanish
